"version","championKey","championNameZh","championNameEn","slot","skillNameZh","skillNameEn","skillId","skillType","resourceType","hasAmmo","damageType","effectTags","controlTags"
"16.3.1","Alistar","Alistar","Alistar","P","Triumphant Roar","Triumphant Roar","Alistar_E.png","被动","无","否","无/未标注","控制 | 治疗/回复","眩晕"
"16.3.1","Alistar","Alistar","Alistar","Q","Pulverize","Pulverize","Pulverize","主动","{{ abilityresourcename }}","否","魔法","伤害","无"
"16.3.1","Alistar","Alistar","Alistar","W","Headbutt","Headbutt","Headbutt","主动","{{ abilityresourcename }}","否","魔法","伤害","无"
"16.3.1","Alistar","Alistar","Alistar","E","Trample","Trample","AlistarE","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害 | 自我增益","眩晕"
"16.3.1","Alistar","Alistar","Alistar","R","Unbreakable Will","Unbreakable Will","FerociousHowl","主动","{{ abilityresourcename }}","否","无/未标注","敌方减益 | 伤害","无"
"16.3.1","Ambessa","Ambessa","Ambessa","P","Drakehound's Step","Drakehound's Step","Icon_Ambessa_Passive.Domina.png","被动","无","否","无/未标注","二段/形态切换 | 伤害 | 位移 | 资源交互 | 自我增益","无"
"16.3.1","Ambessa","Ambessa","Ambessa","Q","Cunning Sweep / Sundering Slam","Cunning Sweep / Sundering Slam","AmbessaQ","主动","{{ abilityresourcename }}","否","物理","二段/形态切换 | 伤害 | 治疗/回复 | 自我增益","无"
"16.3.1","Ambessa","Ambessa","Ambessa","W","Repudiation","Repudiation","AmbessaW","主动","{{ abilityresourcename }}","否","物理","护盾 | 伤害 | 自我增益","无"
"16.3.1","Ambessa","Ambessa","Ambessa","E","Lacerate","Lacerate","AmbessaE","主动","{{ abilityresourcename }}","否","物理","控制 | 伤害 | 位移","减速"
"16.3.1","Ambessa","Ambessa","Ambessa","R","Public Execution","Public Execution","AmbessaR","主动","No cost","否","物理","不可选取/无敌/霸体 | 控制 | 伤害 | 位移 | 治疗/回复 | 自我增益","眩晕 | 压制"
"16.3.1","Amumu","Amumu","Amumu","P","Cursed Touch","Cursed Touch","Amumu_Passive.png","被动","无","否","混合(魔法+真实)","伤害","无"
"16.3.1","Amumu","Amumu","Amumu","Q","Bandage Toss","Bandage Toss","BandageToss","主动","{{ abilityresourcename }}","是","魔法","充能技能 | 控制 | 伤害","眩晕"
"16.3.1","Amumu","Amumu","Amumu","W","Despair","Despair","AuraofDespair","主动","{{ abilityresourcename }} per Second","否","魔法","伤害 | 治疗/回复","无"
"16.3.1","Amumu","Amumu","Amumu","E","Tantrum","Tantrum","Tantrum","主动","{{ abilityresourcename }}","否","混合(物理+魔法)","敌方减益 | 伤害 | 资源交互","无"
"16.3.1","Amumu","Amumu","Amumu","R","Curse of the Sad Mummy","Curse of the Sad Mummy","CurseoftheSadMummy","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害","眩晕"
"16.3.1","Anivia","Anivia","Anivia","P","Rebirth","Rebirth","Anivia_P.png","被动","无","否","无/未标注","复活/免死相关 | 伤害 | 治疗/回复","无"
"16.3.1","Anivia","Anivia","Anivia","Q","Flash Frost","Flash Frost","FlashFrost","主动","{{ abilityresourcename }}","否","魔法","二段/形态切换 | 控制 | 伤害 | 召唤/部署","减速 | 眩晕"
"16.3.1","Anivia","Anivia","Anivia","W","Crystallize","Crystallize","Crystallize","主动","{{ abilityresourcename }}","否","无/未标注","召唤/部署","无"
"16.3.1","Anivia","Anivia","Anivia","E","Frostbite","Frostbite","Frostbite","主动","{{ abilityresourcename }}","否","魔法","伤害 | 自我增益","无"
"16.3.1","Anivia","Anivia","Anivia","R","Glacial Storm","Glacial Storm","GlacialStorm","主动","+ {{ manacostpersecond }} Mana per second","否","魔法","控制 | 伤害 | 召唤/部署","减速"
"16.3.1","Annie","Annie","Annie","P","Pyromania","Pyromania","Annie_Passive.png","被动","无","否","无/未标注","控制 | 召唤/部署","眩晕"
"16.3.1","Annie","Annie","Annie","Q","Disintegrate","Disintegrate","AnnieQ","主动","{{ abilityresourcename }}","否","魔法","敌方减益 | 伤害 | 资源交互","无"
"16.3.1","Annie","Annie","Annie","W","Incinerate","Incinerate","AnnieW","主动","{{ abilityresourcename }}","否","魔法","伤害","无"
"16.3.1","Annie","Annie","Annie","E","Molten Shield","Molten Shield","AnnieE","主动","{{ abilityresourcename }}","否","魔法","护盾 | 伤害 | 召唤/部署 | 自我增益","无"
"16.3.1","Annie","Annie","Annie","R","Summon: Tibbers","Summon: Tibbers","AnnieR","主动","{{ abilityresourcename }}","否","魔法","二段/形态切换 | 控制 | 伤害 | 召唤/部署 | 资源交互 | 自我增益","眩晕"
"16.3.1","Aphelios","Aphelios","Aphelios","P","The Hitman and the Seer","The Hitman and the Seer","ApheliosP.png","被动","无","否","无/未标注","召唤/部署","无"
"16.3.1","Aphelios","Aphelios","Aphelios","Q","Weapon Abilites","Weapon Abilites","ApheliosQ_ClientTooltipWrapper","主动","{{ abilityresourcename }}","否","无/未标注","控制 | 伤害","减速 | 禁锢"
"16.3.1","Aphelios","Aphelios","Aphelios","W","Phase","Phase","ApheliosW","主动","No Cost","否","无/未标注","无","无"
"16.3.1","Aphelios","Aphelios","Aphelios","E","Weapon Queue System","Weapon Queue System","ApheliosE_ClientTooltipWrapper","主动","{{ abilityresourcename }}","否","无/未标注","无","无"
"16.3.1","Aphelios","Aphelios","Aphelios","R","Moonlight Vigil","Moonlight Vigil","ApheliosR","主动","{{ abilityresourcename }}","否","物理","伤害","无"
"16.3.1","Ashe","Ashe","Ashe","P","Frost Shot","Frost Shot","Ashe_P.png","被动","无","否","无/未标注","控制 | 伤害 | 自我增益","减速"
"16.3.1","Ashe","Ashe","Ashe","Q","Ranger's Focus","Ranger's Focus","AsheQ","主动","{{ abilityresourcename }}","否","无/未标注","二段/形态切换 | 伤害 | 自我增益","无"
"16.3.1","Ashe","Ashe","Ashe","W","Volley","Volley","Volley","主动","{{ abilityresourcename }}","否","物理","伤害","无"
"16.3.1","Ashe","Ashe","Ashe","E","Hawkshot","Hawkshot","AsheSpiritOfTheHawk","主动","No Cost","是","无/未标注","充能技能","无"
"16.3.1","Ashe","Ashe","Ashe","R","Enchanted Crystal Arrow","Enchanted Crystal Arrow","EnchantedCrystalArrow","主动","{{ abilityresourcename }}","否","魔法","二段/形态切换 | 控制 | 伤害","减速 | 眩晕"
"16.3.1","AurelionSol","Aurelion Sol","Aurelion Sol","P","Cosmic Creator","Cosmic Creator","AurelionSolP.png","被动","无","否","无/未标注","无","无"
"16.3.1","AurelionSol","Aurelion Sol","Aurelion Sol","Q","Breath of Light","Breath of Light","AurelionSolQ","主动","Mana per second","否","魔法","敌方减益 | 伤害 | 治疗/回复","无"
"16.3.1","AurelionSol","Aurelion Sol","Aurelion Sol","W","Astral Flight","Astral Flight","AurelionSolW","主动","{{ abilityresourcename }}","否","无/未标注","敌方减益 | 二段/形态切换 | 伤害","无"
"16.3.1","AurelionSol","Aurelion Sol","Aurelion Sol","E","Singularity","Singularity","AurelionSolE","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害 | 斩杀/缺失生命值联动 | 召唤/部署 | 治疗/回复","减速"
"16.3.1","AurelionSol","Aurelion Sol","Aurelion Sol","R","Falling Star / The Skies Descend","Falling Star / The Skies Descend","AurelionSolR","主动","{{ abilityresourcename }}","否","魔法","二段/形态切换 | 控制 | 伤害 | 资源交互","减速 | 眩晕"
"16.3.1","Aurora","Aurora","Aurora","P","Spirit Abjuration","Spirit Abjuration","AuroraPassive.Aurora.png","被动","无","否","无/未标注","伤害 | 治疗/回复","无"
"16.3.1","Aurora","Aurora","Aurora","Q","Twofold Hex","Twofold Hex","AuroraQ","主动","{{ abilityresourcename }}","否","魔法","敌方减益 | 二段/形态切换 | 伤害 | 斩杀/缺失生命值联动 | 治疗/回复 | 资源交互","无"
"16.3.1","Aurora","Aurora","Aurora","W","Across the Veil","Across the Veil","AuroraW","主动","{{ abilityresourcename }}","否","无/未标注","位移 | 隐身/伪装","无"
"16.3.1","Aurora","Aurora","Aurora","E","The Weirding","The Weirding","AuroraE","主动","{{ abilityresourcename }}","否","魔法","二段/形态切换 | 控制 | 伤害","减速"
"16.3.1","Aurora","Aurora","Aurora","R","Between Worlds","Between Worlds","AuroraR","主动","{{ abilityresourcename }}","否","魔法","二段/形态切换 | 控制 | 伤害 | 位移 | 召唤/部署 | 资源交互","减速"
"16.3.1","Azir","Azir","Azir","P","Shurima's Legacy","Shurima's Legacy","Azir_Passive.png","被动","无","否","无/未标注","召唤/部署","无"
"16.3.1","Azir","Azir","Azir","Q","Conquering Sands","Conquering Sands","AzirQWrapper","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害 | 召唤/部署","减速"
"16.3.1","Azir","Azir","Azir","W","Arise!","Arise!","AzirW","主动","{{ abilityresourcename }}","是","魔法","充能技能 | 伤害 | 召唤/部署 | 自我增益","无"
"16.3.1","Azir","Azir","Azir","E","Shifting Sands","Shifting Sands","AzirEWrapper","主动","{{ abilityresourcename }}","否","魔法","护盾 | 伤害 | 位移 | 召唤/部署 | 自我增益","无"
"16.3.1","Azir","Azir","Azir","R","Emperor's Divide","Emperor's Divide","AzirR","主动","{{ abilityresourcename }}","否","魔法","伤害 | 召唤/部署","无"
"16.3.1","Bard","Bard","Bard","P","Traveler's Call","Traveler's Call","Bard_Passive.png","被动","无","否","魔法","控制 | 伤害 | 资源交互","减速"
"16.3.1","Bard","Bard","Bard","Q","Cosmic Binding","Cosmic Binding","BardQ","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害 | 资源交互","减速 | 眩晕"
"16.3.1","Bard","Bard","Bard","W","Caretaker's Shrine","Caretaker's Shrine","BardW","主动","{{ abilityresourcename }}","是","无/未标注","充能技能 | 召唤/部署 | 治疗/回复","无"
"16.3.1","Bard","Bard","Bard","E","Magical Journey","Magical Journey","BardE","主动","{{ abilityresourcename }}","否","无/未标注","无","无"
"16.3.1","Bard","Bard","Bard","R","Tempered Fate","Tempered Fate","BardR","主动","{{ abilityresourcename }}","否","无/未标注","不可选取/无敌/霸体 | 召唤/部署 | 资源交互","无"
"16.3.1","Belveth","Bel'Veth","Bel'Veth","P","Death in Lavender ","Death in Lavender ","Belveth_Passive.png","被动","无","否","无/未标注","自我增益","无"
"16.3.1","Belveth","Bel'Veth","Bel'Veth","Q","Void Surge","Void Surge","BelvethQ","主动","No Cost","否","物理","伤害 | 位移 | 自我增益","无"
"16.3.1","Belveth","Bel'Veth","Bel'Veth","W","Above and Below","Above and Below","BelvethW","主动","No Cost","否","魔法","控制 | 伤害","减速"
"16.3.1","Belveth","Bel'Veth","Bel'Veth","E","Royal Maelstrom","Royal Maelstrom","BelvethE","主动","No Cost","否","物理","二段/形态切换 | 控制 | 伤害 | 斩杀/缺失生命值联动 | 治疗/回复 | 自我增益","禁锢"
"16.3.1","Belveth","Bel'Veth","Bel'Veth","R","Endless Banquet","Endless Banquet","BelvethR","主动","No Cost","否","真实","二段/形态切换 | 控制 | 伤害 | 召唤/部署 | 治疗/回复 | 自我增益","减速"
"16.3.1","Blitzcrank","Blitzcrank","Blitzcrank","P","Mana Barrier","Mana Barrier","Blitzcrank_ManaBarrier.png","被动","无","否","无/未标注","护盾 | 治疗/回复 | 资源交互 | 自我增益","无"
"16.3.1","Blitzcrank","Blitzcrank","Blitzcrank","Q","Rocket Grab","Rocket Grab","RocketGrab","主动","{{ abilityresourcename }}","否","魔法","伤害","无"
"16.3.1","Blitzcrank","Blitzcrank","Blitzcrank","W","Overdrive","Overdrive","Overdrive","主动","{{ abilityresourcename }}","否","无/未标注","控制 | 自我增益","减速"
"16.3.1","Blitzcrank","Blitzcrank","Blitzcrank","E","Power Fist","Power Fist","PowerFist","主动","{{ abilityresourcename }}","否","物理","控制 | 伤害","击飞"
"16.3.1","Blitzcrank","Blitzcrank","Blitzcrank","R","Static Field","Static Field","StaticField","主动","{{ abilityresourcename }}","否","魔法","护盾 | 控制 | 伤害","沉默"
"16.3.1","Brand","Brand","Brand","P","Blaze","Blaze","BrandP.png","被动","无","否","无/未标注","伤害 | 资源交互 | 自我增益","无"
"16.3.1","Brand","Brand","Brand","Q","Sear","Sear","BrandQ","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害","眩晕"
"16.3.1","Brand","Brand","Brand","W","Pillar of Flame","Pillar of Flame","BrandW","主动","{{ abilityresourcename }}","否","魔法","伤害 | 召唤/部署","无"
"16.3.1","Brand","Brand","Brand","E","Conflagration","Conflagration","BrandE","主动","{{ abilityresourcename }}","否","魔法","伤害","无"
"16.3.1","Brand","Brand","Brand","R","Pyroclasm","Pyroclasm","BrandR","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害","减速"
"16.3.1","Braum","Braum","Braum","P","Concussive Blows","Concussive Blows","Braum_Passive.png","被动","无","否","魔法","控制 | 伤害","眩晕"
"16.3.1","Braum","Braum","Braum","Q","Winter's Bite","Winter's Bite","BraumQ","主动","{{ abilityresourcename }}","否","魔法","护盾 | 控制 | 伤害","减速"
"16.3.1","Braum","Braum","Braum","W","Stand Behind Me","Stand Behind Me","BraumW","主动","{{ abilityresourcename }}","否","无/未标注","位移","无"
"16.3.1","Braum","Braum","Braum","E","Unbreakable","Unbreakable","BraumE","主动","{{ abilityresourcename }}","否","无/未标注","敌方减益 | 护盾 | 伤害 | 自我增益","无"
"16.3.1","Braum","Braum","Braum","R","Glacial Fissure","Glacial Fissure","BraumRWrapper","主动","{{ abilityresourcename }}","否","魔法","二段/形态切换 | 控制 | 伤害 | 召唤/部署","击飞 | 减速"
"16.3.1","Briar","Briar","Briar","P","Crimson Curse","Crimson Curse","BriarP.png","被动","无","否","无/未标注","伤害 | 斩杀/缺失生命值联动 | 召唤/部署 | 治疗/回复 | 自我增益","无"
"16.3.1","Briar","Briar","Briar","Q","Head Rush","Head Rush","BriarQ","主动","% of current Health","否","物理","控制 | 伤害 | 位移","眩晕"
"16.3.1","Briar","Briar","Briar","W","Blood Frenzy / Snack Attack","Blood Frenzy / Snack Attack","BriarW","主动","% of current Health","否","物理","二段/形态切换 | 控制 | 伤害 | 位移 | 斩杀/缺失生命值联动 | 治疗/回复 | 自我增益","嘲讽"
"16.3.1","Briar","Briar","Briar","E","Chilling Scream","Chilling Scream","BriarE","主动","% of current Health","否","魔法","敌方减益 | 控制 | 伤害 | 治疗/回复 | 资源交互","减速 | 眩晕"
"16.3.1","Briar","Briar","Briar","R","Certain Death","Certain Death","BriarR","主动","% of current Health","否","魔法","二段/形态切换 | 复活/免死相关 | 控制 | 伤害 | 自我增益","恐惧"
"16.3.1","Caitlyn","Caitlyn","Caitlyn","P","Headshot","Headshot","Caitlyn_Headshot.png","被动","无","否","无/未标注","伤害 | 召唤/部署 | 自我增益","无"
"16.3.1","Caitlyn","Caitlyn","Caitlyn","Q","Piltover Peacemaker","Piltover Peacemaker","CaitlynQ","主动","{{ abilityresourcename }}","否","物理","伤害 | 召唤/部署","无"
"16.3.1","Caitlyn","Caitlyn","Caitlyn","W","Yordle Snap Trap","Yordle Snap Trap","CaitlynW","主动","{{ abilityresourcename }}","是","物理","充能技能 | 控制 | 伤害 | 召唤/部署 | 自我增益","禁锢"
"16.3.1","Caitlyn","Caitlyn","Caitlyn","E","90 Caliber Net","90 Caliber Net","CaitlynE","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害","减速"
"16.3.1","Caitlyn","Caitlyn","Caitlyn","R","Ace in the Hole","Ace in the Hole","CaitlynR","主动","{{ abilityresourcename }}","否","物理","伤害","无"
"16.3.1","Camille","Camille","Camille","P","Adaptive Defenses","Adaptive Defenses","Camille_Passive.png","被动","无","否","无/未标注","护盾 | 伤害 | 治疗/回复 | 自我增益","无"
"16.3.1","Camille","Camille","Camille","Q","Precision Protocol","Precision Protocol","CamilleQ","主动","{{ abilityresourcename }}","否","混合(物理+真实)","二段/形态切换 | 伤害","无"
"16.3.1","Camille","Camille","Camille","W","Tactical Sweep","Tactical Sweep","CamilleW","主动","{{ abilityresourcename }}","否","物理","控制 | 伤害 | 治疗/回复","减速"
"16.3.1","Camille","Camille","Camille","E","Hookshot","Hookshot","CamilleE","主动","{{ abilityresourcename }}","否","物理","二段/形态切换 | 控制 | 伤害 | 位移 | 自我增益","眩晕"
"16.3.1","Camille","Camille","Camille","R","The Hextech Ultimatum","The Hextech Ultimatum","CamilleR","主动","{{ abilityresourcename }}","否","魔法","不可选取/无敌/霸体 | 伤害 | 位移 | 召唤/部署 | 治疗/回复 | 自我增益","无"
"16.3.1","Cassiopeia","Cassiopeia","Cassiopeia","P","Serpentine Grace","Serpentine Grace","Cassiopeia_Passive.png","被动","无","否","无/未标注","无","无"
"16.3.1","Cassiopeia","Cassiopeia","Cassiopeia","Q","Noxious Blast","Noxious Blast","CassiopeiaQ","主动","{{ abilityresourcename }}","否","魔法","伤害","无"
"16.3.1","Cassiopeia","Cassiopeia","Cassiopeia","W","Miasma","Miasma","CassiopeiaW","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害","缚地 | 减速"
"16.3.1","Cassiopeia","Cassiopeia","Cassiopeia","E","Twin Fang","Twin Fang","CassiopeiaE","主动","{{ abilityresourcename }}","否","魔法","敌方减益 | 伤害 | 治疗/回复 | 资源交互 | 自我增益","无"
"16.3.1","Cassiopeia","Cassiopeia","Cassiopeia","R","Petrifying Gaze","Petrifying Gaze","CassiopeiaR","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害 | 召唤/部署 | 资源交互","减速 | 眩晕"
"16.3.1","Chogath","Cho'Gath","Cho'Gath","P","Carnivore","Carnivore","GreenTerror_TailSpike.png","被动","无","否","无/未标注","治疗/回复 | 资源交互","无"
"16.3.1","Chogath","Cho'Gath","Cho'Gath","Q","Rupture","Rupture","Rupture","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害","减速"
"16.3.1","Chogath","Cho'Gath","Cho'Gath","W","Feral Scream","Feral Scream","FeralScream","主动","{{ abilityresourcename }}","否","魔法","伤害","无"
"16.3.1","Chogath","Cho'Gath","Cho'Gath","E","Vorpal Spikes","Vorpal Spikes","VorpalSpikes","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害 | 治疗/回复","减速"
"16.3.1","Chogath","Cho'Gath","Cho'Gath","R","Feast","Feast","Feast","主动","{{ abilityresourcename }}","否","真实","伤害 | 治疗/回复 | 自我增益","无"
"16.3.1","Corki","Corki","Corki","P","Hextech Munitions","Hextech Munitions","Corki_RapidReload.png","被动","无","否","真实","伤害","无"
"16.3.1","Corki","Corki","Corki","Q","Phosphorus Bomb","Phosphorus Bomb","PhosphorusBomb","主动","{{ abilityresourcename }}","否","魔法","伤害","无"
"16.3.1","Corki","Corki","Corki","W","Valkyrie","Valkyrie","CarpetBomb","主动","{{ abilityresourcename }}","否","魔法","二段/形态切换 | 伤害","无"
"16.3.1","Corki","Corki","Corki","E","Gatling Gun","Gatling Gun","GGun","主动","{{ abilityresourcename }}","否","物理","敌方减益 | 伤害","无"
"16.3.1","Corki","Corki","Corki","R","Missile Barrage","Missile Barrage","MissileBarrage","主动","{{ abilityresourcename }}","是","物理","充能技能 | 敌方减益 | 伤害 | 自我增益","无"
"16.3.1","Darius","Darius","Darius","P","Hemorrhage","Hemorrhage","Darius_Icon_Hemorrhage.png","被动","无","否","物理","伤害 | 资源交互 | 自我增益","无"
"16.3.1","Darius","Darius","Darius","Q","Decimate","Decimate","DariusCleave","主动","{{ abilityresourcename }}","否","物理","伤害 | 斩杀/缺失生命值联动 | 治疗/回复","无"
"16.3.1","Darius","Darius","Darius","W","Crippling Strike","Crippling Strike","DariusNoxianTacticsONH","主动","{{ abilityresourcename }}","否","物理","敌方减益 | 控制 | 伤害 | 资源交互","减速"
"16.3.1","Darius","Darius","Darius","E","Apprehend","Apprehend","DariusAxeGrabCone","主动","{{ abilityresourcename }}","否","物理","控制 | 伤害 | 自我增益","减速"
"16.3.1","Darius","Darius","Darius","R","Noxian Guillotine","Noxian Guillotine","DariusExecute","主动","{{ abilityresourcename }}","否","真实","二段/形态切换 | 伤害 | 位移 | 资源交互","无"
"16.3.1","Diana","Diana","Diana","P","Moonsilver Blade","Moonsilver Blade","Diana_Passive_LunarBlade.png","被动","无","否","魔法","伤害 | 自我增益","无"
"16.3.1","Diana","Diana","Diana","Q","Crescent Strike","Crescent Strike","DianaQ","主动","{{ abilityresourcename }}","否","魔法","伤害 | 隐身/伪装 | 资源交互","无"
"16.3.1","Diana","Diana","Diana","W","Pale Cascade","Pale Cascade","DianaOrbs","主动","{{ abilityresourcename }}","否","魔法","护盾 | 伤害 | 自我增益","无"
"16.3.1","Diana","Diana","Diana","E","Lunar Rush","Lunar Rush","DianaTeleport","主动","{{ abilityresourcename }}","否","魔法","伤害 | 位移","无"
"16.3.1","Diana","Diana","Diana","R","Moonfall","Moonfall","DianaR","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害","减速"
"16.3.1","Draven","Draven","Draven","P","League of Draven","League of Draven","Draven_passive.png","被动","无","否","无/未标注","自我增益","无"
"16.3.1","Draven","Draven","Draven","Q","Spinning Axe","Spinning Axe","DravenSpinning","主动","{{ abilityresourcename }}","否","物理","伤害","无"
"16.3.1","Draven","Draven","Draven","W","Blood Rush","Blood Rush","DravenFury","主动","{{ abilityresourcename }}","否","无/未标注","自我增益","无"
"16.3.1","Draven","Draven","Draven","E","Stand Aside","Stand Aside","DravenDoubleShot","主动","{{ abilityresourcename }}","否","物理","控制 | 伤害","减速"
"16.3.1","Draven","Draven","Draven","R","Whirling Death","Whirling Death","DravenRCast","主动","{{ abilityresourcename }}","否","物理","二段/形态切换 | 复活/免死相关 | 控制 | 伤害 | 斩杀/缺失生命值联动 | 治疗/回复","减速"
"16.3.1","DrMundo","Dr. Mundo","Dr. Mundo","P","Goes Where He Pleases","Goes Where He Pleases","DrMundo_P.png","被动","无","否","无/未标注","治疗/回复","无"
"16.3.1","DrMundo","Dr. Mundo","Dr. Mundo","Q","Infected Bonesaw","Infected Bonesaw","DrMundoQ","主动","Health","否","魔法","控制 | 伤害 | 治疗/回复","减速"
"16.3.1","DrMundo","Dr. Mundo","Dr. Mundo","W","Heart Zapper","Heart Zapper","DrMundoW","主动","% Current Health","否","魔法","二段/形态切换 | 伤害 | 治疗/回复","无"
"16.3.1","DrMundo","Dr. Mundo","Dr. Mundo","E","Blunt Force Trauma","Blunt Force Trauma","DrMundoE","主动","Health","否","物理","伤害 | 斩杀/缺失生命值联动 | 治疗/回复 | 自我增益","无"
"16.3.1","DrMundo","Dr. Mundo","Dr. Mundo","R","Maximum Dosage","Maximum Dosage","DrMundoR","主动","No Cost","否","无/未标注","斩杀/缺失生命值联动 | 治疗/回复 | 自我增益","无"
"16.3.1","Ekko","Ekko","Ekko","P","Z-Drive Resonance","Z-Drive Resonance","Ekko_P.png","被动","无","否","魔法","伤害","无"
"16.3.1","Ekko","Ekko","Ekko","Q","Timewinder","Timewinder","EkkoQ","主动","{{ abilityresourcename }}","否","魔法","控制 | 伤害","减速"
"16.3.1","Ekko","Ekko","Ekko","W","Parallel Convergence","Parallel Convergence","EkkoW","主动","{{ abilityresourcename }}","否","魔法","护盾 | 控制 | 伤害 | 斩杀/缺失生命值联动 | 治疗/回复 | 自我增益","减速 | 眩晕"
"16.3.1","Ekko","Ekko","Ekko","E","Phase Dive","Phase Dive","EkkoE","主动","{{ abilityresourcename }}","否","魔法","伤害 | 位移 | 自我增益","无"
"16.3.1","Ekko","Ekko","Ekko","R","Chronobreak","Chronobreak","EkkoR","主动","{{ abilityresourcename }}","否","魔法","不可选取/无敌/霸体 | 伤害 | 位移 | 治疗/回复","无"
"16.3.1","Elise","Elise","Elise","P","Spider Queen","Spider Queen","ElisePassive.png","被动","无","否","魔法","伤害 | 治疗/回复 | 自我增益","无"
"16.3.1","Elise","Elise","Elise","Q","Neurotoxin / Venomous Bite","Neurotoxin / Venomous Bite","EliseHumanQ","主动","{{ abilityresourcename }}","否","魔法","伤害 | 位移 | 治疗/回复","无"
